id,name,season,raptor_offense,raptor_defense,raptor_total,war_total,createdAt,updatedAt
749,"Gorgui Dieng",2016,-0.72462,0.408886,-0.315734,2.7431,NULL,NULL
750,"Gorgui Dieng",2017,-0.796802,1.55455,0.757752,4.69193,NULL,NULL
751,"Gorgui Dieng",2018,-2.97641,-1.3229,-4.29931,-1.10241,NULL,NULL
752,"Gorgui Dieng",2019,-1.32182,0.682027,-0.63979,1.11051,NULL,NULL
753,"Spencer Dinwiddie",2015,-1.9824,-0.73766,-2.72006,0.00686704,NULL,NULL
754,"Spencer Dinwiddie",2016,-4.25357,-1.74859,-6.00217,-0.264913,NULL,NULL
755,"Spencer Dinwiddie",2017,0.744401,-0.717105,0.0272962,1.87656,NULL,NULL
756,"Spencer Dinwiddie",2018,3.24651,-0.738931,2.50758,6.07396,NULL,NULL
757,"Spencer Dinwiddie",2019,1.87726,-0.762442,1.11482,4.0167,NULL,NULL
758,"Donte DiVincenzo",2019,-1.5067,3.29777,1.79107,0.95661,NULL,NULL
759,"Luka Doncic",2019,3.09599,-0.869823,2.22617,5.93936,NULL,NULL
760,"Joey Dorsey",2015,-2.94677,0.666182,-2.28059,0.218981,NULL,NULL
761,"Tyler Dorsey",2018,-0.725697,-2.04915,-2.77485,-0.0123399,NULL,NULL
762,"Tyler Dorsey",2019,-0.600858,-3.21126,-3.81212,-0.368539,NULL,NULL
763,"Damyean Dotson",2018,-1.52918,1.60239,0.0732148,0.683306,NULL,NULL
764,"Damyean Dotson",2019,-1.15278,-1.21491,-2.36769,0.38937,NULL,NULL
765,"Chris Douglas-Roberts",2014,0.0315131,-0.925495,-0.893982,1.01999,NULL,NULL
766,"Chris Douglas-Roberts",2015,-3.47165,-7.47222,-10.9439,-0.427869,NULL,NULL
767,"Toney Douglas",2014,-0.75168,-1.9268,-2.67848,0.122935,NULL,NULL
768,"Toney Douglas",2015,-1.20986,2.955,1.74514,0.404273,NULL,NULL
769,"Toney Douglas",2016,0.943732,-2.07559,-1.13186,1.04345,NULL,NULL
770,"Toney Douglas",2017,-2.04415,-0.787143,-2.8313,-0.0161916,NULL,NULL
771,"Milton Doyle",2018,-4.46422,-2.07106,-6.53528,-0.239758,NULL,NULL
772,"PJ Dozier",2018,-27.2093,19.2941,-7.91516,-0.00794028,NULL,NULL
773,"PJ Dozier",2019,3.13053,0.0173086,3.14784,0.152473,NULL,NULL
774,"Goran Dragic",2014,4.82605,0.191102,5.01716,10.5506,NULL,NULL
775,"Goran Dragic",2015,1.91569,-1.59634,0.319354,4.17857,NULL,NULL
776,"Goran Dragic",2016,0.76684,0.839999,1.60684,6.29806,NULL,NULL
777,"Goran Dragic",2017,2.51888,-1.83017,0.688705,4.30586,NULL,NULL
778,"Goran Dragic",2018,1.36087,-0.154822,1.20604,5.11966,NULL,NULL
779,"Goran Dragic",2019,1.20535,-1.12252,0.0828208,1.44087,NULL,NULL
780,"Zoran Dragic",2015,-4.0154,-7.68344,-11.6988,-0.345806,NULL,NULL
781,"Larry Drew II",2015,-5.60088,-1.56156,-7.16243,-0.495774,NULL,NULL
782,"Larry Drew II",2018,-4.80506,-2.08289,-6.88795,-0.157921,NULL,NULL
783,"Andre Drummond",2014,1.32148,0.220975,1.54245,5.72519,NULL,NULL
784,"Andre Drummond",2015,-0.76699,0.419342,-0.347647,3.06269,NULL,NULL
785,"Andre Drummond",2016,-0.891007,1.65779,0.766782,5.04642,NULL,NULL
786,"Andre Drummond",2017,-2.51336,0.132459,-2.3809,0.452614,NULL,NULL
787,"Andre Drummond",2018,-0.635247,0.721446,0.0861997,3.83164,NULL,NULL
788,"Andre Drummond",2019,0.702011,2.82214,3.52415,8.88157,NULL,NULL
789,"Jared Dudley",2014,-0.625114,0.0798298,-0.545284,1.99333,NULL,NULL
790,"Jared Dudley",2015,0.224313,2.17056,2.39487,4.82804,NULL,NULL
791,"Jared Dudley",2016,1.26037,0.874117,2.13448,5.23364,NULL,NULL
792,"Jared Dudley",2017,-0.830404,2.31857,1.48817,2.96285,NULL,NULL
793,"Jared Dudley",2018,-0.193369,-1.13319,-1.32656,0.498979,NULL,NULL
794,"Jared Dudley",2019,-0.584993,2.60537,2.02038,3.1557,NULL,NULL
795,"Duje Dukan",2016,-7.43012,-3.15565,-10.5858,-0.0943967,NULL,NULL
796,"Tim Duncan",2014,-0.492346,2.74757,2.25522,7.48908,NULL,NULL
797,"Tim Duncan",2015,0.356223,3.39978,3.756,8.21544,NULL,NULL
798,"Tim Duncan",2016,-0.46784,5.24056,4.77272,6.74755,NULL,NULL
799,"Mike Dunleavy",2014,0.433376,-0.0873171,0.346059,4.34896,NULL,NULL
800,"Mike Dunleavy",2015,1.40585,-0.278623,1.12723,4.47753,NULL,NULL
801,"Mike Dunleavy",2016,-0.781353,-4.0691,-4.85045,-0.757183,NULL,NULL
802,"Mike Dunleavy",2017,-1.9537,0.0275806,-1.92612,0.383565,NULL,NULL
803,"Kris Dunn",2017,-3.31251,0.0240349,-3.28848,-0.364594,NULL,NULL
804,"Kris Dunn",2018,-1.65281,0.457959,-1.19485,1.22485,NULL,NULL
805,"Kris Dunn",2019,-1.08538,-0.671562,-1.75695,0.702423,NULL,NULL
806,"Kevin Durant",2014,7.1268,-0.344672,6.78212,19.6723,NULL,NULL
807,"Kevin Durant",2015,6.59161,1.34474,7.93635,5.05434,NULL,NULL
808,"Kevin Durant",2016,5.48677,-0.0389406,5.44783,14.0972,NULL,NULL
809,"Kevin Durant",2017,5.9326,1.14046,7.07306,13.2864,NULL,NULL
810,"Kevin Durant",2018,5.89718,-0.73724,5.15994,12.9612,NULL,NULL
811,"Kevin Durant",2019,5.22035,-0.15645,5.0639,12.7603,NULL,NULL
812,"Trevon Duval",2019,10.9878,-4.82894,6.15881,0.0264143,NULL,NULL
813,"Cleanthony Early",2015,-4.71931,-0.240197,-4.95951,-0.734166,NULL,NULL
814,"Cleanthony Early",2016,-4.66784,-0.754794,-5.42263,-0.210253,NULL,NULL
815,"Jarell Eddie",2016,-1.83792,-1.87528,-3.71319,-0.0719518,NULL,NULL
816,"Jarell Eddie",2017,-1.20156,-0.794041,-1.99561,0.0240698,NULL,NULL
817,"Jarell Eddie",2018,-6.96373,9.36219,2.39846,0.0218119,NULL,NULL
818,"Shane Edwards",2014,-12.3453,3.77059,-8.57476,-0.0354435,NULL,NULL
819,"Vincent Edwards",2019,-2.09137,-2.28329,-4.37466,-0.0130866,NULL,NULL
820,"Henry Ellenson",2017,-4.72828,-1.92089,-6.64917,-0.294611,NULL,NULL
821,"Henry Ellenson",2018,-4.51945,-1.78331,-6.30277,-0.598677,NULL,NULL
822,"Henry Ellenson",2019,-0.783993,-3.23711,-4.02111,-0.164044,NULL,NULL
823,"Wayne Ellington",2014,0.813751,-2.55465,-1.7409,0.217428,NULL,NULL
824,"Wayne Ellington",2015,0.335072,-0.502377,-0.167306,2.1897,NULL,NULL
825,"Wayne Ellington",2016,-1.85914,-0.857162,-2.7163,0.0277011,NULL,NULL
826,"Wayne Ellington",2017,1.66105,-0.492914,1.16814,2.98023,NULL,NULL
827,"Wayne Ellington",2018,1.23868,-2.22863,-0.98995,1.93103,NULL,NULL
828,"Wayne Ellington",2019,-0.233007,-0.414818,-0.647825,1.55311,NULL,NULL
829,"Monta Ellis",2014,0.821124,-0.85744,-0.036316,4.55413,NULL,NULL
830,"Monta Ellis",2015,1.06035,0.498029,1.55838,6.47789,NULL,NULL
831,"Monta Ellis",2016,-0.462283,0.060509,-0.401774,3.52888,NULL,NULL
832,"Monta Ellis",2017,-1.52555,-0.536874,-2.06242,0.727304,NULL,NULL
833,"Melvin Ely",2014,-0.223521,-7.53953,-7.76305,-0.0675888,NULL,NULL
834,"Joel Embiid",2017,-1.50196,5.60023,4.09827,2.79234,NULL,NULL
835,"Joel Embiid",2018,0.384852,3.94148,4.32633,8.01278,NULL,NULL
836,"Joel Embiid",2019,2.68668,4.84082,7.5275,13.3061,NULL,NULL
837,"James Ennis III",2015,-0.0894931,-1.18684,-1.27633,0.787466,NULL,NULL
838,"James Ennis III",2016,0.419239,-1.81297,-1.39373,0.228934,NULL,NULL
839,"James Ennis III",2017,-1.71299,0.305281,-1.4077,1.06524,NULL,NULL
840,"James Ennis III",2018,-1.22445,0.869656,-0.354794,1.95796,NULL,NULL
841,"James Ennis III",2019,-1.32643,-1.9441,-3.27053,-0.370636,NULL,NULL
842,"Tyler Ennis",2015,-3.41403,-1.26928,-4.68331,-0.432883,NULL,NULL
843,"Tyler Ennis",2016,-1.90301,-1.08744,-2.99045,-0.079899,NULL,NULL
844,"Tyler Ennis",2017,-0.301269,2.07622,1.77495,1.34566,NULL,NULL
845,"Tyler Ennis",2018,-1.12955,0.519532,-0.610021,0.743965,NULL,NULL
846,"Drew Eubanks",2019,-3.87194,-0.835079,-4.70702,-0.112343,NULL,NULL
847,"Jawun Evans",2018,-3.03827,1.46403,-1.57424,0.469441,NULL,NULL
848,"Jawun Evans",2019,-7.7825,0.760088,-7.02241,-0.142374,NULL,NULL
849,"Jacob Evans",2019,-5.15032,-2.35121,-7.50153,-0.538607,NULL,NULL
850,"Jeremy Evans",2014,0.198625,1.11077,1.3094,2.48885,NULL,NULL
851,"Jeremy Evans",2015,2.14302,2.84671,4.98973,1.03826,NULL,NULL
852,"Jeremy Evans",2016,-3.45365,0.91452,-2.53913,0.0270471,NULL,NULL
853,"Jeremy Evans",2018,-3.02278,-24.9335,-27.9563,-0.0681824,NULL,NULL
854,"Reggie Evans",2014,-3.6259,0.382771,-3.24313,-0.234426,NULL,NULL
855,"Reggie Evans",2015,-1.64358,-0.91931,-2.56289,0.0726202,NULL,NULL
856,"Tyreke Evans",2014,1.24272,-0.816478,0.426243,3.26594,NULL,NULL
857,"Tyreke Evans",2015,2.41994,-1.58192,0.838023,5.12146,NULL,NULL
858,"Tyreke Evans",2016,1.93731,-0.478769,1.45854,1.63141,NULL,NULL
859,"Tyreke Evans",2017,-0.274096,-0.899457,-1.17355,0.630648,NULL,NULL
860,"Tyreke Evans",2018,4.44545,-0.57301,3.87244,5.39114,NULL,NULL
861,"Tyreke Evans",2019,-0.581373,0.364619,-0.216754,1.93304,NULL,NULL
862,"Dante Exum",2015,-2.84491,-0.761782,-3.60669,-0.786954,NULL,NULL
863,"Dante Exum",2017,-1.88844,0.842548,-1.04589,1.13829,NULL,NULL
864,"Dante Exum",2018,0.132494,0.979532,1.11203,0.696631,NULL,NULL
865,"Dante Exum",2019,-0.71055,-0.0138931,-0.724443,0.685518,NULL,NULL
866,"Festus Ezeli",2015,-2.96607,0.265416,-2.70066,0.0290572,NULL,NULL
867,"Festus Ezeli",2016,-2.2699,2.34977,0.0798704,1.39956,NULL,NULL
868,"Kenneth Faried",2014,1.23565,-2.42806,-1.19241,1.74079,NULL,NULL
869,"Kenneth Faried",2015,0.644092,-0.131802,0.51229,3.48188,NULL,NULL
870,"Kenneth Faried",2016,0.935622,-2.59819,-1.66257,0.939224,NULL,NULL
871,"Kenneth Faried",2017,1.06253,-0.416018,0.646514,2.24769,NULL,NULL
872,"Kenneth Faried",2018,-1.30338,-2.08574,-3.38912,-0.14995,NULL,NULL
873,"Kenneth Faried",2019,0.390435,0.00784697,0.398282,1.2685,NULL,NULL
874,"Jordan Farmar",2014,0.4151,-0.534758,-0.119658,1.23569,NULL,NULL
875,"Jordan Farmar",2015,-2.06988,0.227727,-1.84215,0.245683,NULL,NULL
876,"Jordan Farmar",2016,0.290077,-0.162149,0.127928,0.59315,NULL,NULL
877,"Jordan Farmar",2017,1.76251,-4.16991,-2.4074,0.00608556,NULL,NULL
878,"Vitor Faverani",2014,-5.51054,1.38994,-4.1206,-0.342237,NULL,NULL
879,"Derrick Favors",2014,-0.956477,0.438346,-0.518131,2.49784,NULL,NULL
880,"Derrick Favors",2015,0.106759,2.14691,2.25367,5.78272,NULL,NULL
881,"Derrick Favors",2016,0.594608,3.10743,3.70204,6.48101,NULL,NULL
882,"Derrick Favors",2017,-2.84141,0.297712,-2.5437,0.14904,NULL,NULL
883,"Derrick Favors",2018,0.0779469,1.80489,1.88284,5.74599,NULL,NULL
884,"Derrick Favors",2019,0.0423243,3.82236,3.86468,6.35784,NULL,NULL
885,"Kay Felder",2017,-4.87668,-1.00061,-5.87729,-0.61268,NULL,NULL
886,"Kay Felder",2018,-7.9702,1.93641,-6.03379,-0.237507,NULL,NULL
887,"Cristiano Felicio",2016,-0.889415,3.69431,2.80489,0.902953,NULL,NULL
888,"Cristiano Felicio",2017,-1.24997,0.232495,-1.01748,0.97308,NULL,NULL
889,"Cristiano Felicio",2018,-5.50574,-3.50091,-9.00665,-3.10447,NULL,NULL
890,"Cristiano Felicio",2019,-2.40812,-3.88614,-6.29426,-1.34233,NULL,NULL
891,"Carrick Felix",2014,-2.50444,1.09223,-1.41221,0.0265253,NULL,NULL
892,"Raymond Felton",2014,0.0277538,-0.556638,-0.528884,2.2677,NULL,NULL
893,"Raymond Felton",2015,-0.845161,1.42036,0.575202,0.538925,NULL,NULL
894,"Raymond Felton",2016,-0.387995,-0.249323,-0.637318,2.56586,NULL,NULL
895,"Raymond Felton",2017,-2.23546,0.183885,-2.05158,0.674171,NULL,NULL
896,"Raymond Felton",2018,-1.13679,-0.436686,-1.57348,0.850889,NULL,NULL
897,"Raymond Felton",2019,-2.39365,2.23097,-0.162683,0.589023,NULL,NULL
898,"Terrance Ferguson",2018,-1.94181,-2.56483,-4.50664,-0.680013,NULL,NULL
899,"Terrance Ferguson",2019,-1.56247,-1.5796,-3.14207,-0.420975,NULL,NULL
900,"Yogi Ferrell",2017,-0.818341,-1.92223,-2.74057,0.0417395,NULL,NULL
901,"Yogi Ferrell",2018,-0.627184,1.20773,0.580543,3.84434,NULL,NULL
902,"Yogi Ferrell",2019,0.819233,-0.0552869,0.763946,1.89404,NULL,NULL
903,"Landry Fields",2014,-2.39649,1.87785,-0.518637,0.389337,NULL,NULL
904,"Landry Fields",2015,-2.83771,-2.71066,-5.54838,-0.307899,NULL,NULL
905,"Dorian Finney-Smith",2017,-2.56909,0.787089,-1.782,0.803268,NULL,NULL
906,"Dorian Finney-Smith",2018,-3.10907,1.36747,-1.7416,0.230272,NULL,NULL
907,"Dorian Finney-Smith",2019,-2.077,1.67818,-0.39883,2.37624,NULL,NULL
908,"Derek Fisher",2014,-0.12109,1.42301,1.30192,3.55572,NULL,NULL
909,"Bryn Forbes",2017,-3.99679,-5.14667,-9.14346,-1.16502,NULL,NULL
910,"Bryn Forbes",2018,-0.952155,-1.25715,-2.20931,0.426983,NULL,NULL
911,"Bryn Forbes",2019,0.326588,-2.2099,-1.88331,1.12305,NULL,NULL
912,"Evan Fournier",2014,-1.42945,-0.754466,-2.18391,0.437912,NULL,NULL
913,"Evan Fournier",2015,0.167933,-1.54719,-1.37926,1.16007,NULL,NULL
914,"Evan Fournier",2016,1.67473,-1.90197,-0.227239,3.2989,NULL,NULL
915,"Evan Fournier",2017,0.24604,-0.408449,-0.16241,2.95853,NULL,NULL
916,"Evan Fournier",2018,1.82924,-2.08183,-0.252592,2.36319,NULL,NULL
917,"Evan Fournier",2019,0.390855,-0.58652,-0.195665,3.53102,NULL,NULL
918,"De'Aaron Fox",2018,-2.363,-1.98435,-4.34734,-1.66632,NULL,NULL
919,"De'Aaron Fox",2019,1.85091,-0.111283,1.73963,5.95154,NULL,NULL
920,"Randy Foye",2014,2.07002,-1.38127,0.688746,4.41891,NULL,NULL
921,"Randy Foye",2015,-0.312534,-2.92216,-3.23469,-0.270974,NULL,NULL
922,"Randy Foye",2016,-1.77429,-0.0335831,-1.80788,0.866078,NULL,NULL
923,"Randy Foye",2017,-2.68915,-1.68628,-4.37543,-1.07072,NULL,NULL
924,"Jamaal Franklin",2014,-2.49239,-1.38818,-3.88056,-0.0928294,NULL,NULL
925,"Jamaal Franklin",2015,-2.75093,-17.2506,-20.0015,-0.11956,NULL,NULL
926,"Melvin Frazier Jr.",2019,-7.05721,2.45969,-4.59752,-0.057349,NULL,NULL
927,"Tim Frazier",2015,-3.88021,-0.319669,-4.19988,-0.167207,NULL,NULL
928,"Tim Frazier",2016,-0.866848,-0.176111,-1.04296,0.617826,NULL,NULL
929,"Tim Frazier",2017,-0.546526,-1.30308,-1.84961,0.698631,NULL,NULL
930,"Tim Frazier",2018,-1.22114,0.909382,-0.311757,1.04267,NULL,NULL
931,"Tim Frazier",2019,-0.11443,-2.31574,-2.43017,0.211835,NULL,NULL
932,"Jimmer Fredette",2014,2.67702,-1.69489,0.982125,0.986344,NULL,NULL
933,"Jimmer Fredette",2015,-0.736971,-3.04779,-3.78476,-0.26949,NULL,NULL
934,"Jimmer Fredette",2016,-14.3309,-6.71531,-21.0462,-0.169636,NULL,NULL
935,"Jimmer Fredette",2019,-10.3765,-6.89738,-17.2739,-0.477014,NULL,NULL
936,"Joel Freeland",2014,-2.01122,-0.0135079,-2.02472,0.264041,NULL,NULL
937,"Joel Freeland",2015,-2.00831,2.94007,0.931767,1.17033,NULL,NULL
938,"Channing Frye",2014,1.96637,0.440067,2.40644,6.07229,NULL,NULL
939,"Channing Frye",2015,-1.0399,-1.21263,-2.25253,0.475323,NULL,NULL
940,"Channing Frye",2016,1.41352,0.929497,2.34301,3.79117,NULL,NULL
941,"Channing Frye",2017,0.874803,0.895189,1.76999,3.58902,NULL,NULL
942,"Channing Frye",2018,0.667028,-0.255204,0.411824,1.11976,NULL,NULL
943,"Channing Frye",2019,-3.53337,-7.89117,-11.4245,-1.50499,NULL,NULL
944,"Markelle Fultz",2018,-2.71969,2.22945,-0.490239,0.319202,NULL,NULL
945,"Markelle Fultz",2019,-3.00506,-0.205591,-3.21065,-0.099638,NULL,NULL
946,"Danilo Gallinari",2015,2.76561,0.244971,3.01059,4.21103,NULL,NULL
947,"Danilo Gallinari",2016,3.00287,-0.935688,2.06718,4.51037,NULL,NULL
948,"Danilo Gallinari",2017,2.63764,-0.510733,2.1269,5.30811,NULL,NULL
949,"Danilo Gallinari",2018,0.427797,2.50597,2.93376,1.94186,NULL,NULL
950,"Danilo Gallinari",2019,4.30574,0.069195,4.37494,8.19591,NULL,NULL
951,"Langston Galloway",2015,-0.66201,1.3488,0.686791,2.54413,NULL,NULL
952,"Langston Galloway",2016,-0.771734,1.46202,0.690281,3.55267,NULL,NULL
953,"Langston Galloway",2017,-0.770914,-0.0693099,-0.840224,1.45178,NULL,NULL
954,"Langston Galloway",2018,-0.397325,2.8818,2.48448,2.29679,NULL,NULL
955,"Langston Galloway",2019,-0.0676793,-0.824321,-0.892001,1.75611,NULL,NULL
956,"Francisco Garcia",2014,-0.42357,-1.42294,-1.84651,0.511233,NULL,NULL
957,"Francisco Garcia",2015,-3.79389,-1.82792,-5.62181,-0.292935,NULL,NULL
958,"Patricio Garino",2017,-11.0378,-10.6343,-21.6721,-0.418481,NULL,NULL
959,"Kevin Garnett",2014,-3.66323,2.99014,-0.673086,1.44223,NULL,NULL
960,"Kevin Garnett",2015,-1.51057,2.80757,1.297,1.94399,NULL,NULL
961,"Kevin Garnett",2016,-1.6661,4.97417,3.30808,1.70336,NULL,NULL
962,"Billy Garrett",2019,-5.95089,-5.71437,-11.6653,-0.283598,NULL,NULL
963,"Diante Garrett",2014,-3.9985,-1.08432,-5.08282,-1.23509,NULL,NULL
964,"Marc Gasol",2014,-1.02674,3.00167,1.97493,5.44841,NULL,NULL
965,"Marc Gasol",2015,1.35747,2.95183,4.3093,11.1816,NULL,NULL
966,"Marc Gasol",2016,-1.5312,2.56949,1.03829,3.42399,NULL,NULL
967,"Marc Gasol",2017,1.00807,1.36116,2.36923,7.22441,NULL,NULL
968,"Marc Gasol",2018,-1.32233,1.72539,0.403062,3.86073,NULL,NULL
969,"Marc Gasol",2019,-0.801288,3.62453,2.82325,8.99406,NULL,NULL
970,"Pau Gasol",2014,-1.65513,-0.785461,-2.44059,0.299499,NULL,NULL
971,"Pau Gasol",2015,0.265111,0.789219,1.05433,5.9003,NULL,NULL
972,"Pau Gasol",2016,0.675638,2.39001,3.06564,6.84304,NULL,NULL
973,"Pau Gasol",2017,1.35888,1.57041,2.9293,5.7951,NULL,NULL
974,"Pau Gasol",2018,-0.941152,0.859778,-0.081374,2.60387,NULL,NULL
975,"Pau Gasol",2019,-2.5129,-0.629996,-3.14289,-0.0685195,NULL,NULL
976,"Rudy Gay",2014,1.07174,-0.473218,0.598517,4.31968,NULL,NULL
977,"Rudy Gay",2015,3.54163,-1.11639,2.42525,6.40903,NULL,NULL
978,"Rudy Gay",2016,-0.294371,-0.164942,-0.459313,2.7929,NULL,NULL
979,"Rudy Gay",2017,1.11337,2.60535,3.71872,3.36865,NULL,NULL
980,"Rudy Gay",2018,0.733647,1.31954,2.05319,3.40775,NULL,NULL
981,"Rudy Gay",2019,1.00921,1.1953,2.20451,5.08369,NULL,NULL
982,"Michael Gbinije",2017,-5.81474,-2.15655,-7.97129,-0.0840706,NULL,NULL
983,"Alonzo Gee",2014,-3.30085,-2.11101,-5.41186,-1.39088,NULL,NULL
984,"Alonzo Gee",2015,-2.18544,-0.385179,-2.57062,0.0587725,NULL,NULL
985,"Alonzo Gee",2016,-3.06393,1.11484,-1.94909,0.66734,NULL,NULL
986,"Alonzo Gee",2017,-4.9725,4.10494,-0.867564,0.0858397,NULL,NULL
987,"Marcus Georges-Hunt",2017,-3.71368,-7.88091,-11.5946,-0.217833,NULL,NULL
988,"Marcus Georges-Hunt",2018,-1.89954,-1.59048,-3.49001,-0.0763861,NULL,NULL
989,"Paul George",2014,2.96986,3.03329,6.00315,16.7097,NULL,NULL
990,"Paul George",2015,0.74423,5.57798,6.32221,0.428209,NULL,NULL
991,"Paul George",2016,3.54277,2.61353,6.15629,14.6254,NULL,NULL
992,"Paul George",2017,2.41051,0.175251,2.58576,7.85068,NULL,NULL
993,"Paul George",2018,1.72365,1.54205,3.2657,9.80655,NULL,NULL
994,"Paul George",2019,5.33364,4.20632,9.53996,19.4188,NULL,NULL
995,"Jonathan Gibson",2017,-4.93944,-4.92629,-9.86573,-0.843868,NULL,NULL
996,"Jonathan Gibson",2018,6.36381,-5.58044,0.783366,0.0732526,NULL,NULL
997,"Taj Gibson",2014,-1.03872,1.20432,0.165604,3.77427,NULL,NULL
998,"Taj Gibson",2015,-1.51776,0.222438,-1.29532,1.41668,NULL,NULL
999,"Taj Gibson",2016,-0.659994,0.196924,-0.463071,2.23807,NULL,NULL
1000,"Taj Gibson",2017,-1.68049,0.748826,-0.931668,1.95535,NULL,NULL
